,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
313,stations,{'all': 0},200,"{'lon': 16.34, 'lat': -17.48}",1535208671.0,3357804.0,"{'temp': 91.07, 'pressure': 901.12, 'humidity': 14, 'temp_min': 91.07, 'temp_max': 91.07, 'sea_level': 1021.52, 'grnd_level': 901.12}",,Eenhana,,"{'message': 0.0036, 'country': 'NA', 'sunrise': 1535173593, 'sunset': 1535215610}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.4, 'deg': 131.504}"
314,stations,{'all': 75},200,"{'lon': -78.13, 'lat': 0.49}",1535205600.0,3655673.0,"{'temp': 51.8, 'pressure': 1033, 'humidity': 76, 'temp_min': 51.8, 'temp_max': 51.8}",,Salinas,,"{'type': 1, 'id': 4258, 'message': 0.0038, 'country': 'EC', 'sunrise': 1535195442, 'sunset': 1535239084}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.93, 'deg': 100}"
315,stations,{'all': 100},200,"{'lon': 108.75, 'lat': 50.36}",1535208671.0,2012349.0,"{'temp': 53.72, 'pressure': 905.42, 'humidity': 100, 'temp_min': 53.72, 'temp_max': 53.72, 'sea_level': 1026.62, 'grnd_level': 905.42}",,Krasnyy Chikoy,{'3h': 0.9375},"{'message': 0.0027, 'country': 'RU', 'sunrise': 1535147344, 'sunset': 1535197435}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.15, 'deg': 312.004}"
316,stations,{'all': 36},200,"{'lon': 77.06, 'lat': 31.67}",1535208671.0,1260537.0,"{'temp': 67.94, 'pressure': 866.91, 'humidity': 99, 'temp_min': 67.94, 'temp_max': 67.94, 'sea_level': 1013.33, 'grnd_level': 866.91}",,Pandoh,,"{'message': 0.0031, 'country': 'IN', 'sunrise': 1535156593, 'sunset': 1535203427}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.48, 'deg': 75.0044}"
317,stations,{'all': 75},200,"{'lon': 77.04, 'lat': 28.58}",1535207400.0,1273294.0,"{'temp': 86, 'pressure': 999, 'humidity': 70, 'temp_min': 86, 'temp_max': 86}",,Dwarka,,"{'type': 1, 'id': 7809, 'message': 0.0032, 'country': 'IN', 'sunrise': 1535156793, 'sunset': 1535203241}",3000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 4.7, 'deg': 240}"
318,stations,{'all': 75},200,"{'lon': 127.67, 'lat': 26.12}",1535207160.0,1861280.0,"{'temp': 81.9, 'pressure': 1007, 'humidity': 83, 'temp_min': 80.96, 'temp_max': 82.4}",,Itoman,,"{'type': 1, 'id': 7623, 'message': 0.0035, 'country': 'JP', 'sunrise': 1535144785, 'sunset': 1535190954}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 11.41, 'deg': 130}"
319,stations,{'all': 0},200,"{'lon': 45.47, 'lat': 49.11}",1535208672.0,528075.0,"{'temp': 80.27, 'pressure': 1024.98, 'humidity': 23, 'temp_min': 80.27, 'temp_max': 80.27, 'sea_level': 1028.41, 'grnd_level': 1024.98}",,Rassvet,,"{'message': 0.0679, 'country': 'RU', 'sunrise': 1535162695, 'sunset': 1535212456}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.94, 'deg': 8.50443}"
320,stations,{'all': 0},200,"{'lon': 91.39, 'lat': 53.6}",1535205600.0,1510377.0,"{'temp': 66.2, 'pressure': 1007, 'humidity': 77, 'temp_min': 66.2, 'temp_max': 66.2}",,Belyy Yar,,"{'type': 1, 'id': 7276, 'message': 0.004, 'country': 'RU', 'sunrise': 1535151089, 'sunset': 1535202012}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 70}"
321,stations,{'all': 0},200,"{'lon': -100.08, 'lat': 24.83}",1535208672.0,4006081.0,"{'temp': 66.77, 'pressure': 816.5, 'humidity': 72, 'temp_min': 66.77, 'temp_max': 66.77, 'sea_level': 1027.72, 'grnd_level': 816.5}",,Galeana,,"{'message': 0.0035, 'country': 'MX', 'sunrise': 1535199534, 'sunset': 1535245505}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.05, 'deg': 262.004}"
322,stations,{'all': 0},200,"{'lon': -9.73, 'lat': 29.7}",1535208395.0,2527089.0,"{'temp': 80, 'pressure': 1005.36, 'humidity': 83, 'temp_min': 80, 'temp_max': 80, 'sea_level': 1023.54, 'grnd_level': 1005.36}",,Tiznit,,"{'message': 0.0031, 'country': 'MA', 'sunrise': 1535177557, 'sunset': 1535224117}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.06, 'deg': 285.004}"
323,stations,{'all': 0},200,"{'lon': 114.09, 'lat': 71.97}",1535208666.0,2017155.0,"{'temp': 45.98, 'pressure': 1021.34, 'humidity': 88, 'temp_min': 45.98, 'temp_max': 45.98, 'sea_level': 1032.7, 'grnd_level': 1021.34}",,Saskylakh,,"{'message': 0.003, 'country': 'RU', 'sunrise': 1535140211, 'sunset': 1535201826}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.18, 'deg': 145.004}"
324,stations,{'all': 0},200,"{'lon': -39.27, 'lat': -17.73}",1535208672.0,3466980.0,"{'temp': 76.49, 'pressure': 1034.22, 'humidity': 98, 'temp_min': 76.49, 'temp_max': 76.49, 'sea_level': 1034.33, 'grnd_level': 1034.22}",,Caravelas,,"{'message': 0.0045, 'country': 'BR', 'sunrise': 1535186945, 'sunset': 1535228946}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.53, 'deg': 33.5044}"
325,stations,{'all': 0},200,"{'lon': 116.85, 'lat': -20.74}",1535208672.0,6620339.0,"{'temp': 52.37, 'pressure': 1015.9, 'humidity': 74, 'temp_min': 52.37, 'temp_max': 52.37, 'sea_level': 1029.54, 'grnd_level': 1015.9}",,Karratha,,"{'message': 0.0034, 'country': 'AU', 'sunrise': 1535149644, 'sunset': 1535191326}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.94, 'deg': 332.004}"
327,stations,{'all': 0},200,"{'lon': 23.05, 'lat': -27.7}",1535208673.0,991664.0,"{'temp': 75.68, 'pressure': 893.66, 'humidity': 9, 'temp_min': 75.68, 'temp_max': 75.68, 'sea_level': 1023.3, 'grnd_level': 893.66}",,Kathu,,"{'message': 0.0201, 'country': 'ZA', 'sunrise': 1535172507, 'sunset': 1535213484}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.81, 'deg': 300.004}"
328,stations,{'all': 48},200,"{'lon': 70.83, 'lat': 66.83}",1535208673.0,1486321.0,"{'temp': 56.96, 'pressure': 1027.9, 'humidity': 81, 'temp_min': 56.96, 'temp_max': 56.96, 'sea_level': 1029.06, 'grnd_level': 1027.9}",,Yar-Sale,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1535153094, 'sunset': 1535209795}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 21.16, 'deg': 348.504}"
330,stations,{'all': 0},200,"{'lon': -17.03, 'lat': 20.93}",1535205600.0,2377457.0,"{'temp': 84.2, 'pressure': 1010, 'humidity': 51, 'temp_min': 84.2, 'temp_max': 84.2}",,Nouadhibou,,"{'type': 1, 'id': 6182, 'message': 0.0035, 'country': 'MR', 'sunrise': 1535179809, 'sunset': 1535225377}",8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.22, 'deg': 340}"
331,stations,{'all': 0},200,"{'lon': 129.49, 'lat': 33.32}",1535208673.0,1862555.0,"{'temp': 83.15, 'pressure': 1022.71, 'humidity': 97, 'temp_min': 83.15, 'temp_max': 83.15, 'sea_level': 1024.44, 'grnd_level': 1022.71}",,Hirado,,"{'message': 0.0046, 'country': 'JP', 'sunrise': 1535143894, 'sunset': 1535190963}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 15.57, 'deg': 174.504}"
332,stations,{'all': 0},200,"{'lon': 60.32, 'lat': 65.99}",1535208673.0,1487332.0,"{'temp': 52.19, 'pressure': 1017.53, 'humidity': 81, 'temp_min': 52.19, 'temp_max': 52.19, 'sea_level': 1034.33, 'grnd_level': 1017.53}",,Verkhnyaya Inta,,"{'message': 0.0207, 'country': 'RU', 'sunrise': 1535155910, 'sunset': 1535212032}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.59, 'deg': 11.5044}"
333,stations,{'all': 90},200,"{'lon': -147.8, 'lat': 64.86}",1535205480.0,5859699.0,"{'temp': 47.41, 'pressure': 1012, 'humidity': 94, 'temp_min': 47.12, 'temp_max': 48.02}",,College,,"{'type': 1, 'id': 63, 'message': 0.0039, 'country': 'US', 'sunrise': 1535206321, 'sunset': 1535261511}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 220}"
334,stations,{'all': 90},200,"{'lon': -97.86, 'lat': 55.74}",1535207460.0,6165406.0,"{'temp': 44.6, 'pressure': 1005, 'humidity': 100, 'temp_min': 44.6, 'temp_max': 44.6}",,Thompson,,"{'type': 1, 'id': 3406, 'message': 0.0083, 'country': 'CA', 'sunrise': 1535196249, 'sunset': 1535247667}",4828.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 11.41, 'deg': 60}"
335,stations,{'all': 88},200,"{'lon': 74.2, 'lat': 16.88}",1535208674.0,1266390.0,"{'temp': 70.55, 'pressure': 955.11, 'humidity': 97, 'temp_min': 70.55, 'temp_max': 70.55, 'sea_level': 1021.64, 'grnd_level': 955.11}",,Kodoli,{'3h': 0.83},"{'message': 0.0095, 'country': 'IN', 'sunrise': 1535158120, 'sunset': 1535203289}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 11.43, 'deg': 247.504}"
336,stations,{'all': 90},200,"{'lon': 177.51, 'lat': 64.73}",1535205600.0,2127202.0,"{'temp': 48.2, 'pressure': 1003, 'humidity': 100, 'temp_min': 48.2, 'temp_max': 48.2}",,Anadyr,,"{'type': 1, 'id': 7238, 'message': 0.0031, 'country': 'RU', 'sunrise': 1535128116, 'sunset': 1535183597}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.95, 'deg': 310}"
337,stations,{'all': 32},200,"{'lon': 120.82, 'lat': 1.17}",1535208674.0,1623502.0,"{'temp': 82.25, 'pressure': 1016.55, 'humidity': 100, 'temp_min': 82.25, 'temp_max': 82.25, 'sea_level': 1023.79, 'grnd_level': 1016.55}",,Sabang,,"{'message': 0.0031, 'country': 'ID', 'sunrise': 1535147672, 'sunset': 1535191376}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.03, 'deg': 63.5044}"
338,stations,{'all': 88},200,"{'lon': 120.46, 'lat': -8.61}",1535208674.0,1629380.0,"{'temp': 72.26, 'pressure': 976.1, 'humidity': 99, 'temp_min': 72.26, 'temp_max': 72.26, 'sea_level': 1025.9, 'grnd_level': 976.1}",,Ruteng,{'3h': 1.5525},"{'message': 0.0311, 'country': 'ID', 'sunrise': 1535148201, 'sunset': 1535191027}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.15, 'deg': 126.504}"
339,stations,{'all': 20},200,"{'lon': 147.27, 'lat': -2.02}",1535208674.0,2092164.0,"{'temp': 79.82, 'pressure': 1021.5, 'humidity': 100, 'temp_min': 79.82, 'temp_max': 79.82, 'sea_level': 1023.75, 'grnd_level': 1021.5}",,Lorengau,,"{'message': 0.0039, 'country': 'PG', 'sunrise': 1535141470, 'sunset': 1535184887}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.59, 'deg': 202.504}"
340,stations,{'all': 5},200,"{'lon': -109.91, 'lat': 22.89}",1535204700.0,3985710.0,"{'temp': 75.2, 'pressure': 1012, 'humidity': 73, 'temp_min': 75.2, 'temp_max': 75.2}",,Cabo San Lucas,,"{'type': 1, 'id': 4015, 'message': 0.0063, 'country': 'MX', 'sunrise': 1535202001, 'sunset': 1535247758}",19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 6.17, 'deg': 317.504}"
342,stations,{'all': 32},200,"{'lon': 72.64, 'lat': 10.57}",1535208675.0,1267390.0,"{'temp': 82.88, 'pressure': 1024.01, 'humidity': 95, 'temp_min': 82.88, 'temp_max': 82.88, 'sea_level': 1023.99, 'grnd_level': 1024.01}",,Kavaratti,,"{'message': 0.003, 'country': 'IN', 'sunrise': 1535158802, 'sunset': 1535203361}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 12.77, 'deg': 281.504}"
344,stations,{'all': 32},200,"{'lon': 118.12, 'lat': 9.34}",1535208675.0,1710473.0,"{'temp': 82.52, 'pressure': 1011.61, 'humidity': 99, 'temp_min': 82.52, 'temp_max': 82.52, 'sea_level': 1023.02, 'grnd_level': 1011.61}",,Isugod,,"{'message': 0.0036, 'country': 'PH', 'sunrise': 1535147945, 'sunset': 1535192393}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 8.97, 'deg': 216.504}"
346,stations,{'all': 20},200,"{'lon': -86.85, 'lat': 21.17}",1535204520.0,3531673.0,"{'temp': 86, 'pressure': 1016, 'humidity': 70, 'temp_min': 86, 'temp_max': 86}",,Cancun,,"{'type': 1, 'id': 3969, 'message': 0.0036, 'country': 'MX', 'sunrise': 1535196557, 'sunset': 1535242137}",11265.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 4.94, 'deg': 114.504}"
347,stations,{'all': 0},200,"{'lon': 26.43, 'lat': -12.1}",1535208676.0,913613.0,"{'temp': 79.1, 'pressure': 871.13, 'humidity': 30, 'temp_min': 79.1, 'temp_max': 79.1, 'sea_level': 1022.33, 'grnd_level': 871.13}",,Kansanshi,,"{'message': 0.0134, 'country': 'ZM', 'sunrise': 1535170920, 'sunset': 1535213436}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.52, 'deg': 114.504}"
348,stations,{'all': 0},200,"{'lon': -4.19, 'lat': 14.49}",1535208677.0,2453348.0,"{'temp': 90.35, 'pressure': 986.88, 'humidity': 88, 'temp_min': 90.35, 'temp_max': 90.35, 'sea_level': 1019.09, 'grnd_level': 986.88}",,Mopti,,"{'message': 0.0027, 'country': 'ML', 'sunrise': 1535177053, 'sunset': 1535221977}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.61, 'deg': 202.504}"
349,stations,{'all': 68},200,"{'lon': 169.27, 'lat': -19.55}",1535208677.0,2136825.0,"{'temp': 72.17, 'pressure': 1028.71, 'humidity': 100, 'temp_min': 72.17, 'temp_max': 72.17, 'sea_level': 1030.68, 'grnd_level': 1028.71}",,Isangel,,"{'message': 0.0209, 'country': 'VU', 'sunrise': 1535137010, 'sunset': 1535178802}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 17.13, 'deg': 110.504}"
350,stations,{'all': 92},200,"{'lon': 166.44, 'lat': 68.06}",1535208677.0,2126682.0,"{'temp': 34.1, 'pressure': 972.05, 'humidity': 98, 'temp_min': 34.1, 'temp_max': 34.1, 'sea_level': 1025.57, 'grnd_level': 972.05}",,Bilibino,,"{'message': 0.0036, 'country': 'RU', 'sunrise': 1535129620, 'sunset': 1535187370}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.93, 'deg': 300.504}"
351,stations,{'all': 0},200,"{'lon': 45.65, 'lat': 44.66}",1535208677.0,466060.0,"{'temp': 82.25, 'pressure': 1021.82, 'humidity': 37, 'temp_min': 82.25, 'temp_max': 82.25, 'sea_level': 1025.17, 'grnd_level': 1021.82}",,Yuzhno-Sukhokumsk,,"{'message': 0.0028, 'country': 'RU', 'sunrise': 1535163117, 'sunset': 1535211957}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 15.01, 'deg': 100.004}"
352,stations,{'all': 24},200,"{'lon': 127.27, 'lat': 53.74}",1535208430.0,2012593.0,"{'temp': 61.01, 'pressure': 960.7, 'humidity': 82, 'temp_min': 61.01, 'temp_max': 61.01, 'sea_level': 1023.42, 'grnd_level': 960.7}",,Zeya,,"{'message': 0.0195, 'country': 'RU', 'sunrise': 1535142448, 'sunset': 1535193434}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.48, 'deg': 36.0044}"
355,stations,{'all': 48},200,"{'lon': 119.01, 'lat': 10.31}",1535208677.0,1718234.0,"{'temp': 81.62, 'pressure': 1013.07, 'humidity': 100, 'temp_min': 81.62, 'temp_max': 81.62, 'sea_level': 1022.86, 'grnd_level': 1013.07}",,Caruray,,"{'message': 0.0072, 'country': 'PH', 'sunrise': 1535147685, 'sunset': 1535192224}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 7.63, 'deg': 205.504}"
357,stations,{'all': 40},200,"{'lon': -52.33, 'lat': 4.94}",1535205600.0,3382160.0,"{'temp': 89.6, 'pressure': 1016, 'humidity': 55, 'temp_min': 89.6, 'temp_max': 89.6}",,Cayenne,,"{'type': 1, 'id': 4338, 'message': 0.0036, 'country': 'GF', 'sunrise': 1535189052, 'sunset': 1535233089}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.82, 'deg': 90}"
358,stations,{'all': 8},200,"{'lon': -77.06, 'lat': 26.54}",1535208679.0,3571913.0,"{'temp': 84.86, 'pressure': 1033.9, 'humidity': 96, 'temp_min': 84.86, 'temp_max': 84.86, 'sea_level': 1033.92, 'grnd_level': 1033.9}",,Marsh Harbour,,"{'message': 0.0035, 'country': 'BS', 'sunrise': 1535193911, 'sunset': 1535240079}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 13.44, 'deg': 124.004}"
359,stations,{'all': 90},200,"{'lon': -147.72, 'lat': 64.84}",1535205480.0,5861897.0,"{'temp': 47.43, 'pressure': 1012, 'humidity': 94, 'temp_min': 47.12, 'temp_max': 48.02}",,Fairbanks,,"{'type': 1, 'id': 63, 'message': 0.0032, 'country': 'US', 'sunrise': 1535206307, 'sunset': 1535261486}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 220}"
360,stations,{'all': 0},200,"{'lon': 65.69, 'lat': 40.56}",1535205600.0,1513087.0,"{'temp': 82.4, 'pressure': 1008, 'humidity': 17, 'temp_min': 82.4, 'temp_max': 82.4}",,Nurota,,"{'type': 1, 'id': 7396, 'message': 0.0033, 'country': 'UZ', 'sunrise': 1535158670, 'sunset': 1535206794}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.87, 'deg': 340}"
361,stations,{'all': 88},200,"{'lon': 97.97, 'lat': 19.3}",1535208679.0,1152222.0,"{'temp': 70.55, 'pressure': 949.68, 'humidity': 98, 'temp_min': 70.55, 'temp_max': 70.55, 'sea_level': 1019.49, 'grnd_level': 949.68}",,Mae Hong Son,{'3h': 0.35},"{'message': 0.0035, 'country': 'TH', 'sunrise': 1535152290, 'sunset': 1535197709}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.15, 'deg': 134.504}"
362,stations,{'all': 0},200,"{'lon': 13.4, 'lat': -12.58}",1535208679.0,3351663.0,"{'temp': 73.07, 'pressure': 1017.04, 'humidity': 90, 'temp_min': 73.07, 'temp_max': 73.07, 'sea_level': 1025.04, 'grnd_level': 1017.04}",,Benguela,,"{'message': 0.0033, 'country': 'AO', 'sunrise': 1535174068, 'sunset': 1535216542}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.1, 'deg': 259.004}"
363,stations,{'all': 44},200,"{'lon': 125.51, 'lat': 12.18}",1535208680.0,1688696.0,"{'temp': 77.3, 'pressure': 1013.23, 'humidity': 100, 'temp_min': 77.3, 'temp_max': 77.3, 'sea_level': 1023.14, 'grnd_level': 1013.23}",,San Policarpo,,"{'message': 0.003, 'country': 'PH', 'sunrise': 1535146036, 'sunset': 1535190753}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.61, 'deg': 129.504}"
364,stations,{'all': 40},200,"{'lon': 140.83, 'lat': 35.73}",1535205600.0,2112802.0,"{'temp': 77.74, 'pressure': 1010, 'humidity': 88, 'temp_min': 75.2, 'temp_max': 80.6}",,Hasaki,,"{'type': 1, 'id': 7505, 'message': 0.004, 'country': 'JP', 'sunrise': 1535141001, 'sunset': 1535188410}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",{'speed': 1.12}
365,stations,{'all': 90},200,"{'lon': -128.69, 'lat': 54.02}",1535205600.0,5993072.0,"{'temp': 53.6, 'pressure': 1015, 'humidity': 93, 'temp_min': 53.6, 'temp_max': 53.6}",,Kitimat,,"{'type': 1, 'id': 3354, 'message': 0.0039, 'country': 'CA', 'sunrise': 1535203914, 'sunset': 1535254804}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 9.17, 'deg': 190}"
366,stations,{'all': 20},200,"{'lon': -52.33, 'lat': 3.17}",1535208680.0,3382226.0,"{'temp': 90.08, 'pressure': 1017.69, 'humidity': 53, 'temp_min': 90.08, 'temp_max': 90.08, 'sea_level': 1027.72, 'grnd_level': 1017.69}",,Camopi,,"{'message': 0.0035, 'country': 'GF', 'sunrise': 1535189132, 'sunset': 1535233010}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.15, 'deg': 79.5044}"
367,stations,{'all': 0},200,"{'lon': 40.67, 'lat': 55.7}",1535208680.0,581585.0,"{'temp': 74.87, 'pressure': 1014.2, 'humidity': 48, 'temp_min': 74.87, 'temp_max': 74.87, 'sea_level': 1030.11, 'grnd_level': 1014.2}",,Anopino,,"{'message': 0.0056, 'country': 'RU', 'sunrise': 1535162963, 'sunset': 1535214472}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.38, 'deg': 163.004}"
368,stations,{'all': 0},200,"{'lon': 25.09, 'lat': 31.76}",1535208681.0,80509.0,"{'temp': 82.25, 'pressure': 1020.2, 'humidity': 87, 'temp_min': 82.25, 'temp_max': 82.25, 'sea_level': 1025.45, 'grnd_level': 1020.2}",,Bardiyah,,"{'message': 0.0038, 'country': 'LY', 'sunrise': 1535169066, 'sunset': 1535215896}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.77, 'deg': 335.004}"
369,stations,{'all': 75},200,"{'lon': -65.72, 'lat': 66.15}",1535205600.0,6096551.0,"{'temp': 46.4, 'pressure': 997, 'humidity': 65, 'temp_min': 46.4, 'temp_max': 46.4}",,Pangnirtung,,"{'type': 1, 'id': 3605, 'message': 0.0042, 'country': 'CA', 'sunrise': 1535186178, 'sunset': 1535242251}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 60}"
370,stations,{'all': 0},200,"{'lon': 18.97, 'lat': -22.45}",1535208681.0,3357247.0,"{'temp': 82.61, 'pressure': 862.38, 'humidity': 16, 'temp_min': 82.61, 'temp_max': 82.61, 'sea_level': 1022.98, 'grnd_level': 862.38}",,Gobabis,,"{'message': 0.0039, 'country': 'NA', 'sunrise': 1535173208, 'sunset': 1535214737}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 15.68, 'deg': 289.004}"
371,stations,{'all': 100},200,"{'lon': 148.16, 'lat': -23.53}",1535208681.0,2167426.0,"{'temp': 60.74, 'pressure': 1006.5, 'humidity': 91, 'temp_min': 60.74, 'temp_max': 60.74, 'sea_level': 1029.83, 'grnd_level': 1006.5}",,Emerald,{'3h': 0.4525},"{'message': 0.0041, 'country': 'AU', 'sunrise': 1535142277, 'sunset': 1535183670}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 9.53, 'deg': 26.0044}"
372,stations,{'all': 20},200,"{'lon': 82.83, 'lat': 58.36}",1535208681.0,1489499.0,"{'temp': 57.86, 'pressure': 1012.17, 'humidity': 87, 'temp_min': 57.86, 'temp_max': 57.86, 'sea_level': 1020.26, 'grnd_level': 1012.17}",,Togur,,"{'message': 0.0059, 'country': 'RU', 'sunrise': 1535152374, 'sunset': 1535204816}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.96, 'deg': 53.0044}"
373,stations,{'all': 0},200,"{'lon': 137.58, 'lat': -33.04}",1535205600.0,2058430.0,"{'temp': 48.2, 'pressure': 1021, 'humidity': 81, 'temp_min': 48.2, 'temp_max': 48.2}",,Whyalla,,"{'type': 1, 'id': 8241, 'message': 0.0046, 'country': 'AU', 'sunrise': 1535145352, 'sunset': 1535185680}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 200}"
374,stations,{'all': 0},200,"{'lon': 37.89, 'lat': 51.15}",1535208681.0,487928.0,"{'temp': 80.54, 'pressure': 1005.53, 'humidity': 23, 'temp_min': 80.54, 'temp_max': 80.54, 'sea_level': 1028.29, 'grnd_level': 1005.53}",,Novikovo,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 1535164271, 'sunset': 1535214512}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.72, 'deg': 136.504}"
375,stations,{'all': 75},200,"{'lon': -83.29, 'lat': 36.21}",1535207700.0,4642938.0,"{'temp': 71.96, 'pressure': 1025, 'humidity': 62, 'temp_min': 71.96, 'temp_max': 71.96}",,Morristown,,"{'type': 1, 'id': 1145, 'message': 0.0247, 'country': 'US', 'sunrise': 1535194784, 'sunset': 1535242183}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.7, 'deg': 160}"
377,stations,{'all': 0},200,"{'lon': -53.11, 'lat': 48.65}",1535208682.0,5905393.0,"{'temp': 70.37, 'pressure': 1035.28, 'humidity': 70, 'temp_min': 70.37, 'temp_max': 70.37, 'sea_level': 1037.32, 'grnd_level': 1035.28}",,Bonavista,,"{'message': 0.0049, 'country': 'CA', 'sunrise': 1535186429, 'sunset': 1535236032}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.19, 'deg': 250.004}"
